Category,Caetgory Description,Name,ImageURL,Date of Appointment,La,Lo,Workplace,Notes,Degree
For-Profit Arts Professional,,Ms. Rosita Chalem Weissberg,,,,,Mary-Anne Martin Fine Art,Research Director,"MA, 1999"
Education,,"Katherine E. Welch, PhD",,,40.776338,-73.964047,Institute of Fine Arts,Professor,"PhD, 1994"
Non-profit Arts Administration,,Dr. Mariet Westermann,,,40.763808,-73.966447,Andrew W. Mellon Foundation,Vice President,"PhD, 1997"
Curatorial,,Ms. Julianna White,,,,,Yale University Art Gallery,Editorial Assistant ,"MA, 2013"
For-profit Arts Professional,,Ms. Kathleen White,,,40.717206,-73.989847,William Holman Gallery,Manager,"MA, 2012"
Other Occupations,,"Irene Cioffi Whitfield, PhD",,,,,Irene Cioffi Whitfield,Analytical Psychologist,"PhD , 1992"
Education,,Dr. Walter M. Widrig,,,29.717394,-95.401831,Rice University,Professor Emeritus,"PhD, 1975"
Non-profit Arts Administration,,Dr. Dora L. Wiebenson,,,48.208399,16.347547,Centropa,Editor/Owner,"MA, 1958"
Non-profit Arts Administration,,Mr. John L. Wielk,,,,,Solomon R. Guggenheim Museum,"Deputy Director, Corporate and Institutional Development","MA, 1987"
Education,,Juliet Wiersema,,,38.986918,-76.942554,University of Maryland,"Maryland Fellow for Ancient American Art, Art History & Archaeology","MA, 2002"
Non-profit Arts Administration,,Dr. Deborah N. Wilde,,,41.826737,-71.407485,Rhode Island School of Design Museum,"Associate Educator, Academic Program","PhD , 1989"
Non-profit Arts Administration,,Dr. Jenny S. Wilker,,,39.96557,-75.180966,Philadelphia Museum of Art,"Manager, Collection Information","PhD, 1996"
Education,,Carolyn C. Wilson,,,,, ,Independent Scholar,"MA, 1970"
Education,,"Karen L. Wilson, PhD",,,41.789222,-87.597811,Oriental Institute,Research Associate,"MA, 1984"
Public Relations and Marketing,,Shellie Winkler,,,40.724766,-74.007397,Edelman,Public Relations Executive,"MA, 1984"
Education,,Dr. Bert Winther-Tamaki,,,33.640495,-117.844296,"University of California, Irvine",Associate Professor,"PhD, 1982"
Education,,Dr. Jacob Wisse,,,40.746624,-73.979204,Stern College for Women,"Associate Professor, Department of Art","PhD, 1999"
Education,,Carrie Woods Wladis,,,,,Kaplan Test Prep, Lead Front End Web Developer/Producer,"MA, 2013"
Education,,Dr. Hellmut Wohl,,,42.3505,-71.105399,Boston University,Professor of Art History Emeritus,
Education,,"Reva June Wolf, PhD",,,41.74089,-74.082098, State University of New York at New Paltz ,"Professor, Art History Department","PhD, 1987"
Education,,Dr. Tom M. Wolf,,,42.022431,-73.906531,Bard College,Professor of Art History,"PhD, 1985"
Non-profit Arts Administration,,Laura A. Wolfram,,,37.792048,-122.440248,Town School for Boys,Director of Library Services,"MA, 2005"
Education,,Dr. Diane B. Wolfthal,,,29.717394,-95.401831,Rice University,"David and Caroline Minter, Chair in the Humanities","PhD, 1983"
Education,,Christine Elaine Wraga,,,40.942792,-73.94575,Academy of the Holy Angels,"Teacher, Art & Technology","MA, 2005"
For-profit Arts Professional,,Jennifer Wright,,,40.754247,-73.981944,Christie's,"Specialist, Old Master & 19th Century Drawings","MA, 2006"
Education,,"Roberta May-Hwa Wue, PhD",,,33.640495,-117.844296,"University of California, Irvine","Assistant Professor, Department of Art History","PhD, 2001"
"Editors, Writers or Publishers",,Ms. Alexa A. Yablonski,,,,,,Editor/Writer,"MA, 1998"
Education,,"Aysin Yoltar Yildirim, PhD",,,,, ,Independent Scholar,"PhD, 2002"
Non-profit Arts Administration,,"Bahadir H. Yildirim, PhD",,,42.37421,-71.114404,Harvard Art Museums,"Expedition Administrator, The Archaeological Exploration of Sardis","PhD, 2001"
Conservation,,Shauna M. Young,,,,,Modern Art Conservation,Assistant Conservator,"Certificate in Conservation, 2013"
Education,,"Paul A. Yule, PhD",,,49.411104,8.707365,Ruprecht-Karls-Universit_t Heidelberg ,Sprachen und Kulturen des Vorderen Orients,"MA, 1974"
Curatorial,,"Eric M. Zafran, PhD",,,41.763684,-72.673161,Wadsworth Atheneum,Susan Morse Hilles Curator of European Art,"PhD, 1973"
Non-profit Arts Administration,,Mrs. Dale G. Zaklad,,,40.760723,-73.977797,The Museum of Television & Radio,Director of Education,"MA, 1990"
"Editors, Writers or Publishers",,Kate Rebecca Zanzucchi,,,41.3094,-72.925285,Yale University Press,"Senior Production Editor & Managing Editor, Special Projects","MA, 1999"
Museum Director,,Mr. Howard A. Zar,,,41.054131,-73.860953,Lyndhurst Museum,Director,
Museum Director,,Lynn H. Zelevansky,,,40.443263,-79.950049,Carnegie Museum of Art,The Henry J. Heinz II Director,"MA, 1987"
Education,,"Karyn Leslie Zieve, PhD",,,,,Pratt Institute,Visiting Assistant Professor,"PhD, 1990"
For-profit Arts Professional,,Alice Sachs Zimet,,,40.781835,-73.957549,Arts & Business Partners,President,"MA, 1974"
Non-profit Arts Administration,,Monica J. Ziskind,,,34.079001,-118.475119,J. Paul Getty Trust,Senior Project Specialist,"MA, 1997"
Curatorial,,Dr. Alice M. Zrebiec,,,,,Vescen Consulting,Curatorial Consultant,"MA, 1972"
Education,,Dr. Amy Marie Zucca,,,41.722438,-72.829281,Miss Porter's School,House Director,"MA, 1996"
Education,,Dr. Shelley E. Zuraw,,,33.940468,-83.369506,University of Georgia,"Associate Professor, Lamar Dodd School of Art","PhD, 1993"
Conservation,,Lynda A. Zycherman,,,40.761433,-73.977622,Museum of Modern Art,Conservator of Sculpture,"Certificate in Conservation, 1975"
Curatorial,,Sasha Suda,sasha_suda.png,,43.653607,-79.392512,Art Gallery of Ontario,"Curator & R. Fraser Elliott Chair, Prints & Drawings Council",PhD Candidate
Education,,Lindsay Harris,,,41.887633,12.462744,American Academy in Rome,Andrew W. Mellon Professor-in-Charge of the School of Classical Studies,"PhD, 2012"
Public Relations And Marketing,,Maggie Hartnick,maggie_hartnick.png,,40.743382,-73.991292,LaPlaca Cohen,"Senior Director, Strategy & Branding","MA, 2006"
Curatorial,,Anna Katherine Brodbeck,katherine_brodbeck.png,,40.443263,-79.950029,Carnegie Museum of Art,Associate Curator,"PhD, 2015"
Education,,Michele Matteini,michele_matteini.png,,40.776338,-73.964047,Institute of Fine Arts,"Assistant Professor of East Asian Art, Architecture and Visual Culture","PhD, 2012"
Non-profit Arts Administration,,Douglas Litts,,,41.879584,-87.623713,The Art Institute of Chicago,Executive Director of the Ryerson & Burnham Libraries,"MA, 1992"
Curatorial,,Maura Reilly,,,40.783533,-73.958678,National Academy Museum and School,Chief Curator,"PhD, 2000"
Non-profit Arts Administration,,Alexandra Sterman,,,40.766028,-73.98167,Open Society Foundations,Administrative Coordinator,"MA, 2014"
Non-profit Arts Administration,,Diane Walker,,,40.763411,-73.966529,Artstor,Account Manager,"MA, 2013"
Curatorial,,Ms. Nora Burnett Abrams,,,39.752334,-105.004328,Denver Museum of Contemporary Art,Curator,PhD
Education,,Ms. Andrea Elizabeth Bell,,,40.73549,-73.997172,The New School,Lecturer,"PhD, 2014"
Education,,Mr. William Worth Bracken,,,52.355818,4.955726,University of Amsterdam,Lecturer,"PhD, 2015"
Other Occupations,,Ms. Maria C. Carrasco,,,33.542248,-117.78311,MindQuire,Co-Founder,"PhD, 2015"
Education,,Ms. Galia Halpern,,,39.743501,-105.004231,"University of Colorado, Denver",,"PhD, 2015"
Education,,"Zhijian Qian, PhD",,,40.756343,-73.755694,"New York City College of Technology, CUNY ",Assistant Professor,"PhD, 2014"
Education,,Ms. Elizabeth Dospel Williams,,,43.051515,-70.898716,Dumbarton Oaks,Post-doctoral Teaching Fellow in Byzantine Art History,"PhD, 2015"
Curatorial,,Caroline Robbins Barnett,,,40.739366,-74.00891,Whitney Museum of American Art,Curatorial Assistant,"MA, 2015"
Conservation,,Amy Jones Abbe,,,,,"Jones Abbe Art Conservation, LLC",Sculpture Conservator,
Education,,Jovana Stokic,,,40.738754,-73.982227,School of Visual Arts,Deputy Chair of the Masters Program in Curatorial Practice,PhD
Non-profit Arts Administration,, Dr. Joe Lin-Hill,,,42.93245,-78.875618,Albright-Knox Gallery,,PhD
Curatorial,,Jacquelyn N. Coutre,jacquelyn_coutre.png,,44.225289,-76.496299,Agnes Etherington Art Centre,Bader Curator and Researcher of European Art,PhD 2011
Education,,Delia Solomons,,,29.940348,-90.120728,Tulane University,"Visiting Assistant Professor of Modern and Contemporary Global Art, 2015-2016",PhD 2015
Education,,Patrick C. Salland PhD ,,,41.032207,-73.714781,Manhattanville College,Visiting Professor of Art History,PhD 2015
Curatorial,,Gregory Galligan,,,13.756331,100.501765,,Independent Curator,PhD 2007
For-Profit Arts Professional,,Jillian Muth Pfifferling,,,40.761468,-73.971207,Phillips,Design Administrator,"MA, 2014"
Education,,Denise-Marie Teece,,,24.523667,54.435024,NYU Abu Dhabi,Assistant Professor of Art History,"PhD, 2013"
Curatorial,,Jodi Roberts,,,37.431909,-122.17074,"Cantor Art Center, Stanford University",Associate Curator of Special Projects,"PhD, 2015"
Curatorial,,Helen Burnham,,,42.339381,-71.094048,"Museum of Fine Arts, Boston",Pamela and Peter Voss Curator of Prints and Drawings,"PhD, 2007"
,,,,,,,,,
,,,,,,,,,
Education,,Dorothy H. Abramitis,,,40.779187,-73.963535,Metropolitan Museum of Art,"Conservator, Sherman Fairchild Center for Objects Conservation","Certificate in Conservation, 1986"
Curatorial,,Dita G. Amory,,,40.779187,-73.963535,Metropolitan Museum of Art,Acting Associate Curator in Charge Robert Lehman Collection,"MA, 1988"
Curatorial,,Joan C. Aruz,,,40.779187,-73.963535,Metropolitan Museum of Art,"Curator in Charge, Department of Ancient Near Eastern Art","PhD, 1986"
Conservation,,Elisabeth Lauren Barro,,,40.779187,-73.963535,Metropolitan Museum of Art,Assistant Conservator of Photographs,"Certificate in Conservation, 2002"
Conservation,,Lawrence G. Becker,,,40.779187,-73.963535,Metropolitan Museum of Art,"Conservator in Charge, Sherman Fairchild Center for Objects Conservation","Certificate in Conservation, 1982"
Curatorial,,"Barbara Drake Boehm, PhD",,,40.864863,-73.931727,Metropolitan Museum of Art,"Dept. of Medieval Art, The Cloisters","PhD, 1990"
Curatorial,,Dr. Emily Braun,,,40.779187,-73.963535,Metropolitan Museum of Art,"Curator, The Leonard A. Lauder Collection","PhD, 1991"
Conservation,,Rebecca Lillian Capua,,,40.779187,-73.963535,Metropolitan Museum of Art,"Assistant Conservator, Paper Conservation","Certificate in Conservation, 2007"
Non-profit Arts Administration,,"Magdalena Dabrowski, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Special Consultant,"PhD, 1990"
Conservation,,Mr. Jean-Francois DeLaperouse,,,40.779187,-73.963535,Metropolitan Museum of Art, Sherman Fairchild Center for Works on Paper,Certificate in Conservation
Conservation,,Ms. Julie Lynn DesChamps,,,40.779187,-73.963535,Metropolitan Museum of Art,Sherman Fairchild Center for Works on Pape,Certificate in Conservation
Non-profit Arts Administration,,"Eleni Drakaki, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Hagop Kevorkian Research Associate ,"PhD, 2008"
Curatorial,,Mr. James D. Draper,,,40.779187,-73.963535,Metropolitan Museum of Art,"Curator, European Sculpture and Decorative Arts","MA, 1967"
Conservation,,Ms. Isabelle Duvernois,,,40.779187,-73.963535,Metropolitan Museum of Art,"Associate Conservator, Paintings Conservation Dept.","Certificate in Conservation, 2003"
Conservation,,Ms. Beth M. Edelstein,,,40.779187,-73.963535,Metropolitan Museum of Art,Assistant Conservator,"Certificate in Conservation, 2004"
Curatorial,,Dr. Helen C. Evans,,,40.779187,-73.963535,Metropolitan Museum of Art,Mary and Michael Jaharis Curator for Byzantine Art,"MA, 1979"
Curatorial,,Dr. Kathryn Calley Galitz,,,40.779187,-73.963535,Metropolitan Museum of Art,Assistant Curator in 19th Century Art,"PhD, 1998"
Non-profit Arts Administration,,Lindsay Ganter,,,40.779187,-73.963535,Metropolitan Museum of Art,"Assistant for Administration, Leonard A. Lauder Research Center for Modern Art","MA, 2013"
Conservation,,Ms. Ann M. Heywood,,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator,"Certificate in Conservation, 1987"
Curatorial,,"Marsha L. Hill, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,"Curator, Egyptian Art","PhD, 2000"
Curatorial,,Alison W. Hokanson,,,40.779187,-73.963535,Metropolitan Museum of Art,Research Associate,"PhD, 2013"
Curatorial,,Mr. Timothy B. Husband,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator,1977
Curatorial,,"Marilyn Jenkins-Madina, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Curator Emerita,"PhD, 1978"
Curatorial,,Ms. Julie M. Jones,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator Emeritus,"MA, 1962"
Education,,"Anna Jozefacka, PhD",anna-jozefacka.png,,40.779187,-73.963535,Metropolitan Museum of Art,"Leonard A. Lauder Fellow in Modern Art, 2015-2017,  Leonard A. Lauder Research Center for Modern Art","PhD, 2011"
Conservation,,Ms. Lucretia G. Kargere-Basco,,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator,"Certificate in Conservation, 1996"
Curatorial,,"Ronda J. Kasl, PhD",,2013,40.779187,-73.963535,Metropolitan Museum of Art,Curator of Colonial Latin American Art,"PhD, 2012"
Non-profit Arts Administration,,"Ellen V.R. Kenney, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Research Associate,"PhD, 2004"
Non-profit Arts Administration,,Ms. Rebecca Ruderman Kusovitsky,,,40.779187,-73.963535,Metropolitan Museum of Art,"Associate for Administration, Modern and Contemporary Art","MA, 2012"
Curatorial,,Dr. Charles T. Little,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator of Medieval Art,"PhD, 1977"
Conservation,,Ms. Janis Mandrus,,,40.779187,-73.963535,Metropolitan Museum of Art,Assistant Conservator,"MA, 1967"
Non-profit Arts Administration,,Mr. Justin Akio Marquis,,,40.779187,-73.963535,Metropolitan Museum of Art,Concept Editor,"MA, 2005"
Curatorial,,Dr. Elizabeth J. Milleker,,,40.779187,-73.963535,Metropolitan Museum of Art,"Associate Curator, Greek and Roman Art (Retired)","PhD, 1986"
Non-profit Arts Administration,,Mrs. Meredith Picton Nelson-Berry,,,40.779187,-73.963535,Metropolitan Museum of Art,Administrative Assistant,MA
Non-profit Arts Administration,,Mr. Christopher A. Noey,,,40.779187,-73.963535,Metropolitan Museum of Art,Senior Producer and General Manager for Film & Video,MA
Curatorial,,"Adela F.L. Oppenheim, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Associate Curator ,PhD
Curatorial,,Dr. Nadine M. Orenstein,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator,PhD
Conservation,,Ms. Jennifer Perry,,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator of Japanese Paintings,"Certificate in Conservation, 1993"
Conservation,,Ms. Lisa C. Pilosi,,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator,"Certificate in Conservation, 1988"
Curatorial,,Stuart W. Pyhrr,,2013,40.779187,-73.963535,Metropolitan Museum of Art,"Distinguished Research Curator, Department of Arms and Armor.","MA, 1973"
Curatorial,,Dr. Rebecca A. Rabinow,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator in Charge of the Leonard A. Lauder Research Center for Modern Art,"PhD, 1995"
Curatorial,,Dr. Sabine Rewald,,,40.779187,-73.963535,Metropolitan Museum of Art,Jacques and Natasha Gelman Curator of Modern Art,"PhD, 1985"
Education,,"Diana P. Rowan, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Contractual Lecturer,"PhD, 1997"
Non-profit Arts Administration,,Ms. Jennifer Russell,,,40.779187,-73.963535,Metropolitan Museum of Art,Associate Director for Exhibitions,"MA, 1974"
Non-profit Arts Administration,,Ms. Teresa M. Russo,,,40.779187,-73.963535,Metropolitan Museum of Art,Museum Educator,"MA, 1988"
Curatorial,,Ms. Catherine Scandalis,,,40.779187,-73.963535,Metropolitan Museum of Art,Retired,"MA, 1990"
Curatorial,,Ms. Tamara Emily Schechter,,,40.779187,-73.963535,Metropolitan Museum of Art,Research Associate Dept of European Sculpture,"MA, 2010"
Conservation,,Ms. Deborah Schorsch,,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator,"Certificate in Conservation, 1981"
Non-Profit Arts Administration,,"Julie A. Shean, PhD",,,40.779187,-73.963535,Metropolitan Museum of Art,Technical Architect,"PhD, 2007"
Conservation,,Ms. Marjorie N. Shelley,,,40.779187,-73.963535,Metropolitan Museum of Art,Sherma Fairchild Conservator in Charge,"Certificate in Conservation, 1974"
Curatorial,,Lillian Bartlett Stoner,lillian_stoner.png,,40.779187,-73.963535,Metropolitan Museum of Art,Research Assistant,"MA, 2010. PhD Candidate."
Conservation,,"Mr. Jack Soultanian, Jr.",,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator,"Certificate in Conservation, 1979"
Curatorial,,Perrin Stein,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator,"PhD, 1997"
Conservation,,Ms. Karen E. Thomas,,,40.779187,-73.963535,Metropolitan Museum of Art,Associate Paintings Conservator,"Certificate in Conservation, 2004"
Non-profit Arts Administration,,Dr. Nancy L. Thompson,,,40.779187,-73.963535,Metropolitan Museum of Art,Associate Museum Educator,"PhD, 1996"
Curatorial,,Ms. Clare Vincent,,,40.779187,-73.963535,Metropolitan Museum of Art,"Associate Curator, European Decorative Arts","MA, 1963"
Non-profit Arts Administration,,Ms. Ava F. Vitali,,,40.779187,-73.963535,Metropolitan Museum of Art,Collections Manager,"MA, 2009"
Curatorial,,Mr. William D. Wixom,,,40.779187,-73.963535,Metropolitan Museum of Art,Curator Emeritus,"MA, 1963"
Conservation,,Mr. Mark T. Wypyski,,,40.779187,-73.963535,Metropolitan Museum of Art,Research Scientist,"Certificate in Conservation, 1994"
,,,,,,,,,
Curatorial,,"Leslie Jones, PhD",,,34.063932,-118.359229,Los Angeles County Museum of Art,Assistant Curator,"PhD, 2003"
Curatorial,,"Rachel Kaplan, PhD",,,34.063932,-118.359229,Los Angeles County Museum of Art,Wallis Annenberg Curatorial Fellow,"PhD, 2015"
