Author,Title,Degree,Year,Advisor,Advisor2,Category
"WARD, James",Le Corbusier's Villa ''Les Terrasses'' and the International Style,Ph.D.,1984,"Hitchcock, Henry Russell",,Oceanic/Australian Art
"WOLF, Tom",Konrad Cramer: His Art and his Context,Ph.D.,1984,"Schiff, Gert",,Outsider/Folk Art
"ABRAMSON, Jerry",Style and Structure in Oceanic Art,Ph.D.,1983,"Hansen, Donald P.",,Performance Studies
"BONITO, Virginia Anne","The Saint Anne Altar in Sant'Agostino, Rome",Ph.D.,1983,"McCredie, James R.",,Pre-Columbian Art
"MARKOW, Deborah",The Iconography of the Soul in Medieval Art,Ph.D.,1983,"McCredie, James R.",,Prehistoric Art
"MARRINAN, Michael","Painting Politics for Louis-Philippe: Issues and Instruments of Propaganda in French Official Art, 1830-1840",Ph.D.,1983,"Rosenblum, Robert",,Renaissance/Baroque Art
"MATILSKY, Barbara C.",Sublime Landscape Painting in Nineteenth Century France: Alpine and Arctic Iconography and their Relationship to Natural History,Ph.D.,1983,"Rosenblum, Robert",,South/Southeast Asian Art
"OLANDER, William","Pour transmettre à la postérité: French Painting and Revolution, 1774-1795",Ph.D.,1983,"Rosenblum, Robert",,Twentieth-Century Art
"PUGLISI, Catherine R.",A Study of the Bolognese-Roman Painter Francesco Albani,Ph.D.,1983,"Posner, Donald",,World Art
"ROSEN, Elizabeth S,",The Buddhist Art of Nagarjunakonda,Ph.D.,1983,"Kramrisch, Stella",,World Art
"SCHIMMEL, Julie",John Mix Stanley and Imagery of the West in Nineteenth-century American Art,Ph.D.,1983,"Schiff, Gert",,World Art
"STRATTON, Suzanne",The Immaculate Conception in Spanish Renaissance and Baroque Art,Ph.D.,1983,"Brown, Jonathan",,World Art
"WOLFTHAL, Diane","The Beginnings of Netherlandish Canvas Painting, 1400-1530",Ph.D.,1983,"Eisler, Colin T.",,World Art
"Rosen, Elizabeth","The buddhist art of nagarjunakonda (andhra pradesh, india)",Ph.D.,1983,,,World Art
"BANDIERA, John D.","The Pictorial Treatment of Architecture in French Art, 1731 to 1804",Ph.D.,1982,"Rosenblum, Robert",,World Art
"KARTSONIS, Anna D.","Anastasis, the Making of an Image",Ph.D.,1982,"Mathews, Thomas F.",,Native American
"LaROW, Magdalen",The Iconography of Mary Magdalen: The Evolution of a Western Tradition Until 1300,Ph.D.,1982,"Bober, Harry",,Nineteenth-Century Art
"MANN, Richard G.",El Greco's Altarpieces: Three Representative Commissions,Ph.D.,1982,"Brown, Jonathan",,Oceanic/Australian Art
"STEINKE, William August",The Flamboyant Gothic Church of Caudebec-en-Caux: A Neglected Masterpiece of French Medieval Architecture,Ph.D.,1982,"Eisler, Colin T.",,Outsider/Folk Art
"TABBA, Yasser","The Architectural Patronage of Nur Al-Din, 1146-1174",Ph.D.,1982,"Soucek, Priscilla",,Performance Studies
"VENIT, Marjorie Susan","Painted Pottery from the Greek Mainland Found in Egypt, 650-450 B.C",Ph.D.,1982,"Harrison, Evelyn B.",,Pre-Columbian Art
"WALKER, Dean","The Early Career of Francois Girardon, 1628-1686: the History of a Sculptor to Louis XIV During the Superintendence of Jean-Baptiste Colbert",Ph.D.,1982,"Raggio, Olga",,Native American
"WALTERS, Elizabeth J.",Attic Grave Reliefs that Represent Women in the Dress of Isis,Ph.D.,1982,"Harrison, Evelyn B.",,Nineteenth-Century Art
"DUNOW, Estelle","Chaim Soutine, 1893-1943",Ph.D.,1981,"Schiff, Gert",,Oceanic/Australian Art
"GLUM, Peter","The Ban Dainagon Ektoba, the Kibi Daijin Nitto Emaki, and the Nenju Gyoji Emaki: A Reassessment of the Evidence for the Work of Tokiwa Mitsunaga Embodied in Two Japanese Narrative Scroll Paintings of the Twelfth Century, and one Presumably Close Copy",Ph.D.,1981,"Soper, Alexander",,Outsider/Folk Art
"HOWARD, Angela",The Imagery of the Cosmological Buddha,Ph.D.,1981,"Soper, Alexander",,Performance Studies
"HUIE, Chee Mee",A Study of the Chronology and Development of the Caves at Tun Huang Executed from Northern Liang to T'ang,Ph.D.,1981,"Soper, Alexander",,Pre-Columbian Art
"JONES, Leslie",The Paintings of Giovanni Battista Piazzetta,Ph.D.,1981,"Brown, Jonathan",,Native American
"OKUN, Henry",The Surrealist Object,Ph.D.,1981,"Jordan, Jim M.",,Nineteenth-Century Art
"PETERSON, Samuel R.",Shi'ism and Late Iranian Arts,Ph.D.,1981,"Ettinghausen, Richard",,Oceanic/Australian Art
"RADCLIFFE, Carol E.",Early Chalukya Sculpture,Ph.D.,1981,"Kramrisch, Stella",,Outsider/Folk Art
"SCHMITZ, Barbara","Miniature Painting in Harat, 1570-1640",Ph.D.,1981,"Soucek, Priscilla",,Performance Studies
"SENIE, Harriet","Studies in the Development of Urban Sculpture, 1950-1975",Ph.D.,1981,"Hitchcock, Henry Russell","Janson, H.W.",Pre-Columbian Art
"SEVERINI, Lois",The Architecture of Finance: Wall Street 1825-62,Ph.D.,1981,"Hitchcock, Henry Russell","Trachtenberg, Marvin L.",Native American
"TABOROFF, June H.","Bistam, Iran: the Architecture, Setting and Patronage of an Islamic Shrine",Ph.D.,1981,"Grabar, Oleg",,Nineteenth-Century Art
"BARR-SHARRAR, Beryl",The Hellenistic and Early Imperial Decorative Bust,Ph.D.,1980,"von Blanckenhagen, Peter",,Oceanic/Australian Art
"COWEN, Jill S.",The Istanbul University Library Kalila wa Dimna: an Il-Khanid Masterpiece,Ph.D.,1980,"Grabar, Oleg","Chelkowski, Peter",Outsider/Folk Art
"DARR, Alan Phipps","Pietro Torrigiano and his Sculpture for the Henry VII Chapel, Westminster Abbey",Ph.D.,1980,"Brandt, Kathleen Weil-Garris",,Performance Studies
"DYE, Joseph M.",The Chronology and Stylistic Development of Seventeenth Century Malwa Painting,Ph.D.,1980,"Kramrisch, Stella","Soper, Alexander",Pre-Columbian Art
"HEDBERG, Gregory",Antoniazzo Romano and his School,Ph.D.,1980,"Eisler, Colin T.",,Native American
"KAUFMAN, Laura S.",Ippen Hijiri-e: Artistic and Literary Sources in a Buddhist Handscroll Painting of Thirteenth Century Japan,Ph.D.,1980,"Soper, Alexander",,Nineteenth-Century Art
"MATHEWS, Nancy M,",Mary Cassatt and the ''Modern Madonna'' of the Nineteenth Century,Ph.D.,1980,"Schiff, Gert",,Oceanic/Australian Art
"MAYER, Susan","Ancient Mediterranean Sources in the Works of Picasso, 1892-1937",Ph.D.,1980,"Rosenblum, Robert",,Outsider/Folk Art
"MEZZATESTA, Michael P.",Imperial Themes in the Sculpture of Leone Leoni,Ph.D.,1980,"Lavin, Irving",,Performance Studies
"PRITCHARD, Aline Isdebsky",The Art of Mikhail Vrubel (1865-1910),Ph.D.,1980,"Schiff, Gert",,Pre-Columbian Art
"RADKE, Gary M.",The Papal Palace in Viterbo,Ph.D.,1980,"Trachtenberg, Marvin L.",,Native American
"ROSASCO, Betsy Jean",The Sculptures of the Château of Marly During the Reign of Louis XIV,Ph.D.,1980,"Raggio, Olga",,Nineteenth-Century Art
"BARGHAHN, Barbara von",The Pictorial Decoration of the Buen Retiro Palace During the Reign of Philip IV,Ph.D.,1979,"Brown, Jonathan",,Oceanic/Australian Art
"BIER, Lionel",The ''Sassanian Palace'' Near Sarvistan,Ph.D.,1979,"Hansen, Donald P.",,Outsider/Folk Art
"BOHEN, Barbara",The Attic Geometric Pyxis,Ph.D.,1979,"Kopcke, Günter H.",,Performance Studies
"BOWRON, Edger Peters",The Paintings of Benedetto Luti (1666-1724),Ph.D.,1979,"Posner, Donald",,Pre-Columbian Art
"COHEN, Ronny H.","Alexandra Exter and Western Europe: An Inquiry into Russian-Western Relations in Art, Theater and Design in the early Twentieth Century",Ph.D.,1979,"Schiff, Gert",,African Art (sub-Saharan)
"EICHENBAUM, Patricia D.","The Development of a Narrative Cycle Based on the Life of the Buddha in India, Central Asia, and the Far East: Literary and Pictorial Evidence",Ph.D.,1979,"Soper, Alexander",,Architectural History/Historic Preservation
"GORDON, Elizabeth",The Panel Reliefs of Marcus Aurelius,Ph.D.,1979,"von Blanckenhagen, Peter",,Art of the Middle East/North Africa
"HIBBS, Vivian A.",The Mendes Maze: A Libation Table for the Genius of the Inundation of the Nile,Ph.D.,1979,"von Bothmer, Bernard",,Art of the United States
"MARK, Ira S.",Nike and the Cult of Athena Nike on the Athenian Acropolis,Ph.D.,1979,"Harrison, Evelyn B.",,Chinese Art
"McQUILLAN, Melissa A.","Painters and the Ballet, 1917-1926: An Aspect of the Relationship between Art and Theatre",Ph.D.,1979,"Rosenblum, Robert",,Contemporary Art
"MILLER, Marc H.","Lafayette's Farewell Tour of America, 1824-25: A Study of the Pageantry and Public Portratiure",Ph.D.,1979,"Rosenblum, Robert",,Critical Theory/Gender Studies/Visual Studies
"PAPANICOLAOU, Linda Morey",Stained Glass Windows of the Choir of the Cathedral of Tours,Ph.D.,1979,"Bober, Harry","Hayward, Jane",Decorative Arts/Textiles/Design History
"PETRUCK, Peninah",American Art Criticism: 1910-1939,Ph.D.,1979,"Jordan, Jim M.",,Digital Media/Animation
"STRAUSS, Monica",The Master of the Barberini Panels: Fra Carnevale,Ph.D.,1979,"Eisler, Colin T.",,Drawings/Prints/Works on Paper
"SULLIVAN, Edward J.",Claudio Coello and Late Baroque Painting in Madrid,Ph.D.,1979,"Brown, Jonathan",,Early Christian/Byzantine Art
"UDOVITCH, Joan Diamond",The Papeleu Master: a Parisian Manuscript Illuminator of the Early Fourteenth Century,Ph.D.,1979,"Deuchler, Florens","Eisler, Colin T.",Early Medieval/Romanesque/Gothic Art
"WHELAN, Estelle J.",The Public Figure: Political Iconography in Medieval Mesopotamia,Ph.D.,1979,"Ettinghausen, Richard",,Egyptian/Ancient Near Eastern Art
"YULE, Paul","Early Cretan Seals: A Study in Typology, Style and Chronology",Ph.D.,1979,"Hansen, Donald P.",,Eighteenth-Century Art
"BURLEIGH, Marian",George Russel (AE): The Painter of the Irish Renaissance,Ph.D.,1978,"Schiff, Gert",,Film/Video
"EATON-KRAUSS, Marianne",The Representations of Statues on Old Kingdom Private Tombs,Ph.D.,1978,"Fischer, Henry G.",,Greek/Roman Art
"EDMONDSON, Kristine",The Psalter of Henry of Blois: A Study in Romanesque Manuscript Illumination,Ph.D.,1978,"Bober, Harry",,Japanese/Korean Art
"FUSCO, Laurie S.","The Nude as Protagonist: Pollaiuolo's Figural Style Explicated by Leonardo's Study of Static Anatomy, Movement, and Functional Anatomy",Ph.D.,1978,"Eisler, Colin T.",,Latin American/Caribbean Art
"HELENIAK, Kathryn Moore","William Mulready, R.A. (1786-1863): British Landscape and Genre Artist",Ph.D.,1978,"Rosenblum, Robert",,Native American
"HERSCHMAN, Joel",The Thirteenth Century Chevet of the Cathedral of Coutances,Ph.D.,1978,"Trachtenberg, Marvin L.",,Nineteenth-Century Art
"HURTIG, Judith W.",The Armored Gisant Before 1400,Ph.D.,1978,"Janson, H.W.",,Oceanic/Australian Art
"JENKINS, Marilyn",Medieval Maghribi Ceramics,Ph.D.,1978,"Ettinghausen, Richard",,Outsider/Folk Art
"LACAZE, Charlotte","The Vie de St. Denis Manuscript: (Paris, Bibliothèque Nationale, Ms. fr. 2090-2092)",Ph.D.,1978,"Deuchler, Florens","Janson, H.W.",Performance Studies
"LANDAU, Sarah Bradford","Edward T. and William A. Potter: American High Victorian Architects, 1855-1901",Ph.D.,1978,"Hitchcock, Henry Russell",,Pre-Columbian Art
"LEVENSON, Jay Alan",Jacopo de'Barbari and Northern Art of the Early Sixteenth Century,Ph.D.,1978,"Eisler, Colin T.",,Prehistoric Art
"McCLENDON, Charles B.",The Medieval Abbey Church at Farfa,Ph.D.,1978,"Krautheimer, Richard",,Renaissance/Baroque Art
"MENDELSOHN-MARTONE, Leatrice",Benedetto Varchi's ''Due Lezzioni'': Paragoni and Cinquecento Art Theory,Ph.D.,1978,"Janson, H.W.",,South/Southeast Asian Art
"MOSKOWITZ, Anita Fiderer",Studies in the Sculpture of Andrea Pisano: Origins and Development of his Style,Ph.D.,1978,"Trachtenberg, Marvin L.",,Twentieth-Century Art
"NELSON, Robert S.","Text and Image in a Byzantine Gospel Book in Istanbul (Ecumenical Patriarchate, cod. 3)",Ph.D.,1978,"Buchthal, Hugo",,World Art
"NOSTITZ, Charles E. von",Late Gothic Sculpture of Cologne,Ph.D.,1978,"Eisler, Colin T.",,World Art
"SCHWARTZ, Ellen C.",The Original Fresco Decoration in the Church of the Holy Apostles in the Patriarchate of Pec,Ph.D.,1978,"Buchthal, Hugo",,World Art
"SCOTT, Nancy J.",Vincenzo Vela (1820-91),Ph.D.,1978,"Janson, H.W.",,World Art
"STUEBE, Isabel Combs",The Life and Works of William Hodges,Ph.D.,1978,"Rosenblum, Robert",,World Art
"UHLENBROCK, Jaimee Elizabeth","The Protomai from Gela: History, Chronology, Style",Ph.D.,1978,"Kopcke, Günter H.",,World Art
"WARD, Michael L.",Studies on the Pórtico de la Gloria at the Cathedral of Santiago de Compostela,Ph.D.,1978,"Trachtenberg, Marvin L.",,World Art
"WELLS-ROBERTSON, Sally",Marguerite Gerard: 1761-1837,Ph.D.,1978,"Rosenblum, Robert",,Native American
"WHITMAN, Marina D.",Persian Blue-and-white Ceramics: Cycles of Chinoiserie,Ph.D.,1978,"Ettinghausen, Richard",,Nineteenth-Century Art
"MATICS, Kathleen Isabelle","An historical analysis of the fine arts at wat phra chetuphon, a repository of ratanakosin artistic heritage",Ph.D.,1978,"Soper, Alexander",,Oceanic/Australian Art
"ADAMS, Robert Nicholas",Baldassare Peruzzi: Architect to the Republic of Siena 1527-1535,Ph.D.,1977,"Brandt, Kathleen Weil-Garris",,Outsider/Folk Art
"CARDON, Carol Moon",The Berlin Painter and his School,Ph.D.,1977,"von Bothmer, Dietrich",,Performance Studies
"COHEN, Beth",Attic Bilingual Vases and their Painters,Ph.D.,1977,"von Bothmer, Dietrich","Kopcke, Günter H.",Pre-Columbian Art
"GILES, Kathleen Alden",The Strozzi Chapel in Santa Maria Novella: Florentine Painting and Patronage 1340-1355,Ph.D.,1977,"Trachtenberg, Marvin L.",,Native American
"HOOD, William E., Jr.","Titian's Narrative Art: Some Religious Paintings for Venetian Patrons, 1518-1545",Ph.D.,1977,"Posner, Donald",,Nineteenth-Century Art
"LITTLE, Charles T.",The Magdeburg Ivory Group: a Tenth Century New Testament Narrative Cycle,Ph.D.,1977,"Bober, Harry",,Oceanic/Australian Art
"MANN, Vivian B.",Romanesque Ivory Tablemen,Ph.D.,1977,"Bober, Harry",,Outsider/Folk Art
"MARK-WEINER, Temily",Narrative Cycles of the Life of St. George in Byzantine Art,Ph.D.,1977,"Buchthal, Hugo",,Performance Studies
"MARTONE, Mario Thomas",The Theme of the Conversion of Paul in Italian Paintings from the Early Christian Period to the Early Renaissance,Ph.D.,1977,"Eisler, Colin T.",,Pre-Columbian Art
"NORRIS, Andrea S.",The Tomb of Gian Galeazzo Visconti at the Certosa di Pavia,Ph.D.,1977,"Janson, H.W.",,Native American
"SCHWARTZBAUM, Elizabeth",The Romanesque Sculpture of the Cathedral of Tournai,Ph.D.,1977,"Bober, Harry",,Nineteenth-Century Art
"VOGEL, Susan Mullin",Baule Art as the Expression of a World View,Ph.D.,1977,"Goldwater, Robert","Sieber, Roy",Oceanic/Australian Art
"WILK, Sarah",Iconological Problems in the Sculpture of Tullio Lombardo,Ph.D.,1977,"Lavin, Irving",,Outsider/Folk Art
"BIANCHI, Robert Steven",The Striding Draped Male Figure of Ptolemaic Egypt,Ph.D.,1976,"von Bothmer, Bernard","Fischer, Henry G.",Performance Studies
"BUITRON, Diana M.",Douris,Ph.D.,1976,"von Bothmer, Dietrich",,Pre-Columbian Art
"COX, Zimeri Alvin","Ugolino di Preste Ilario, Painter and Mosaicist",Ph.D.,1976,"Janson, H.W.",,Native American
"DE WINTER, Patrick M.","The Patronage of Philippe le Hardi, Duke of Burgundy 1364-1404",Ph.D.,1976,"Eisler, Colin T.",,Nineteenth-Century Art
"DUNKELMAN, Martha Levine",Donatello's Influence on Italian Renaissance Painting,Ph.D.,1976,"Janson, H.W.",,Oceanic/Australian Art
"GEAR, Josephine",Masters or Servants? A Study of Selected English Painters and their Patrons of the Late Eighteenth and Early Nineteenth Centuries,Ph.D.,1976,"Schiff, Gert",,Outsider/Folk Art
"JACOFF, Michael",A Bolognese Psalter of the Late Thirteenth Century and its Byzantine Sources,Ph.D.,1976,"Buchthal, Hugo",,Performance Studies
"LOWENTHAL, Constance",Conrat Meit,Ph.D.,1976,"Janson, H.W.",,Pre-Columbian Art
"MATTHEWS, Jane Timken",The Pantocrator: Title and Image,Ph.D.,1976,"Buchthal, Hugo",,Native American
"ORTH, Myra Dickman","Progressive Tendencies in French Manuscript Illumination, 1515-1530: Godefroy le Batava and the 1520's Hours Workshop",Ph.D.,1976,"Eisler, Colin T.",,Nineteenth-Century Art
"POIRIER, Maurice","Studies on the Concepts of Disegno, Invenzione and Colore in Sixteenth and Seventeenth-century Italian Art and Theory",Ph.D.,1976,"Smyth, Craig Hugh",,Oceanic/Australian Art
"TANNER, Marie",Titian: The Poesie for Philip II,Ph.D.,1976,"Eisler, Colin T.",,Outsider/Folk Art
"WALLEN, Burr E.",Hemessen: Style and Iconography,Ph.D.,1976,"Eisler, Colin T.",,Performance Studies
"WILSON, Carolyn",Bellini's Pesaro Altarpiece: A Study in Context and Meaning,Ph.D.,1976,"Eisler, Colin T.",,Pre-Columbian Art
"BAUER, Linda Freeman",On the Origins of the Oil Sketch: Form and Function in Cinquecento Prepratory Techniques,Ph.D.,1975,"Posner, Donald",,Native American
"BUCHAN, Mary Braman",The Paintings of Pieter Aertsen,Ph.D.,1975,"Eisler, Colin T.",,Nineteenth-Century Art
"CURCIC, Slobodan","Granacia: History, Architecture and Relationship to Contemporary Paleologan Churches",Ph.D.,1975,"Krautheimer, Richard",,Oceanic/Australian Art
"HARGROVE, June Ellen",The Life and Work of Albert Ernest Carrier-Belleuse,Ph.D.,1975,"Janson, H.W.",,Outsider/Folk Art
"KINNEY, Dale",S. Maria in Trastevere from its Founding to 1215,Ph.D.,1975,"Krautheimer, Richard",,Performance Studies
"LAMOUREUX, Richard E.",Alberti's Church of San Sebastiano in Mantua,Ph.D.,1975,"Krautheimer, Richard","Trachtenberg, Marvin L.",Pre-Columbian Art
"LIPTON, Eunice","Picasso Criticism, 1901-1939: The Making of an Artist-Hero",Ph.D.,1975,"Schiff, Gert",,African Art (sub-Saharan)
"OMELIA, John Ferrata",Niccolò da Foligno and his Frescoes for S. Maria-in-Campis,Ph.D.,1975,"Eisler, Colin T.",,Architectural History/Historic Preservation
"PARKER, Elizabeth Crawford",The Descent from the Cross: Its Relation to the Extra-liturgical Depositio Drama,Ph.D.,1975,"Bober, Harry",,Art of the Middle East/North Africa
"SCHWARTZ, Sheila",The Iconography of the Rest on the Flight into Egypt,Ph.D.,1975,"Eisler, Colin T.",,Art of the United States
"SMITH, Christine Hunnikin",The Baptistery of Pisa,Ph.D.,1975,"Trachtenberg, Marvin L.",,Chinese Art
"SPIRO, Marie","Critical Corpus of the Mosaic Pavements on the Greek Mainland, Fourth/Sixth Centuries with Architectural Surveys",Ph.D.,1975,"Lavin, Irving",,Contemporary Art
"WIDRIG, Walter",The Two Churches at Latrum Within the Context of Cyrenaican Church Forms,Ph.D.,1975,"von Blanckenhagen, Peter",,Critical Theory/Gender Studies/Visual Studies
"BARCHAM, William",The Imaginary View Scenes of Antonio Canaletto,Ph.D.,1974,"Posner, Donald",,Decorative Arts/Textiles/Design History
"BERGER, Pamela",The Notitia Dignitatum,Ph.D.,1974,"Buchthal, Hugo",,Digital Media/Animation
"BUSER, Thomas",The Pietà in Spain,Ph.D.,1974,"López-Rey, José",,Drawings/Prints/Works on Paper
"COLTON, Judith",Monuments to Men of Genius: A Study of Eighteenth-century English and French Sculptural Works,Ph.D.,1974,"Janson, H.W.",,Early Christian/Byzantine Art
"CORN, Wanda M.","Andrew Wyeth: The Man, his Art, and his Audience",Ph.D.,1974,"Janson, H.W.",,Early Medieval/Romanesque/Gothic Art
"DWYER, Eugene J.",Pompeian Sculpture in its Domestic Context. A Study of Five Pompeian Houses and their Contents,Ph.D.,1974,"von Blanckenhagen, Peter",,Egyptian/Ancient Near Eastern Art
"FIDELL, Madeline A.",The Graphic Art of Charles-François Daubigny,Ph.D.,1974,"Schiff, Gert",,Eighteenth-Century Art
"HALE, Eunice Mylonas",Charles Demuth: His Study of the Figure,Ph.D.,1974,"Goldwater, Robert",,Film/Video
"HERZ, Alexandra",The Sixtine and Pauline Tombs in Sta. Maria Maggiore: an Iconographical Study,Ph.D.,1974,"Lavin, Irving",,Greek/Roman Art
"JORDAN, Jim M.","Paul Klee and Cubism, 1912-1926",Ph.D.,1974,"Schiff, Gert",,Japanese/Korean Art
"JULIANO, Annette L.",Teng-Hsien: An Important Six Dynasties Tomb,Ph.D.,1974,"Soper, Alexander",,Latin American/Caribbean Art
"KINNEY, Peter",The Early Sculpture of Bartolomeo Ammanati,Ph.D.,1974,"Raggio, Olga",,Native American
"LIPSEY, Roger",Signature and Significance: A Study of the Life and Writings of Ananda K. Coomaraswamy,Ph.D.,1974,"Kramrisch, Stella","Goldwater, Robert",Nineteenth-Century Art
"LIPTON, Deborah",Francesco Squarcione,Ph.D.,1974,"Eisler, Colin T.",,Oceanic/Australian Art
"PINCUS, Debra","The Arco Foscari, the Building of a Triumphal Gateway in Fifteenth-century Venice",Ph.D.,1974,"Janson, H.W.","Krautheimer, Richard",Outsider/Folk Art
"PRESSLY, William Laurens",The Life and Art of James Barry,Ph.D.,1974,"Rosenblum, Robert",,Film/Video
"ROBBINS, Daniel",The Formation and Maturity of Albert Gleizes,Ph.D.,1974,"Smyth, Craig Hugh",,Greek/Roman Art
"SMITH, Sharon Off Dunlap",Illustration of Raoul de Praelle's Translation of St. Augustine's City of God Between 1375 and 1420,Ph.D.,1974,"Meiss, Millard",,Japanese/Korean Art
"STAHL, Harvey","The Iconographic Sources of the Old Testament Miniatures, Pierpont Morgan Library, M638",Ph.D.,1974,"Buchthal, Hugo",,Latin American/Caribbean Art
"STAPLEFORD, Richard",The Excavation of the Early Christian Martyr's Complex of Sinforsa near Rome,Ph.D.,1974,"Krautheimer, Richard","von Blanckenhagen, Peter",Native American
"ZERVOS, Orestes H.",The Alexander Mint of Egypt,Ph.D.,1974,"Thompson, Margaret",,Nineteenth-Century Art
"ZIFF, Norman D.",Paul Delaroche: A Study in Nineteenth-century French History Painting,Ph.D.,1974,"Rosenblum, Robert",,World Art
"DAVIS, Ellen N.",The Vapheio Cups and Aegean Gold and Silver Ware,Ph.D.,1973,"Kopcke, Günter H.",,World Art
"DOTSON, Esther Gordon",Shakespeare Illustrated,Ph.D.,1973,"Friedländer, Walter",,World Art
"FELDMAN, William Steven",The Life and Work of Jules Bastien-Lepage (1848-1884),Ph.D.,1973,"López-Rey, José",,Pre-Columbian Art
"HERRMANN, John J., Jr.",The Schematic Composite Capital: A Study of Architectural Decoration at Rome in the Later Empire,Ph.D.,1973,"Krautheimer, Richard",,Native American
"HILLS, Patricia Schulze",The Genre Painting of Eastman Johnson: The Sources and Development of his Style and Themes,Ph.D.,1973,"Goldwater, Robert",,Nineteenth-Century Art
"HUNISAK, John M.",The Sculptor Jules Dalou: Studies in his Style and Imagery,Ph.D.,1973,"Janson, H.W.",,Oceanic/Australian Art
"JONES, Sharon","French Gothic Influence on North Italian Sculpture in the First Half of the Thirteenth Century: A Study of the Abbey of Vezzolano, S. Giustina in Padua, and the Duomo of Vercelli",Ph.D.,1973,"Janson, H.W.",,Outsider/Folk Art
"KEYES, Donald D.",Aspects of the Development of Genre Painting in the Hudson River Area before 1852,Ph.D.,1973,"Goldwater, Robert",,Nineteenth-Century Art
"LAVIN, Marilyn","Studies in Urbinate Painting, 1458-1476, Piero della Francesca, Paolo Uccello and Joos van Ghent",Ph.D.,1973,"Smyth, Craig Hugh",,Oceanic/Australian Art
"MALMSTROM, Ronald",S. Maria in Aracoeli at Rome,Ph.D.,1973,"Krautheimer, Richard",,Outsider/Folk Art
"MANDEL, Patricia Carroll",Homer Dodge Martin: American Landscape Painter,Ph.D.,1973,"Goldwater, Robert",,Performance Studies
"McCALLUM, Donald Frederick",The Evolution of the Buddha and Bodhisattva Figures in Japanese Sculpture of the Ninth and Tenth Centuries,Ph.D.,1973,"Soper, Alexander",,Pre-Columbian Art
"MEYER, Jerry D.",The Religious Paintings of Benjamin West; a Study in Late Eighteenth and Early Nineteenth-century Moral Sentiment,Ph.D.,1973,"Rosenblum, Robert",,Native American
"MOORE, Mary B.",Horses on Black-figure Greek Vases of the Archaic Period: Ca. 620-480 B.C,Ph.D.,1973,"von Bothmer, Dietrich",,Nineteenth-Century Art
"MORGANSTERN, James",The Byzantine Church at Dereagzi,Ph.D.,1973,"Krautheimer, Richard",,Oceanic/Australian Art
"NASGAARD, Roald",Willumsen and Symbolist Art 1888-1910,Ph.D.,1973,"Goldwater, Robert",,Outsider/Folk Art
"PELZEL, Suzanne Meek",Perforated Sumerian Votive Plaques,Ph.D.,1973,"Hansen, Donald P.",,Performance Studies
"SIMS, Eleanor G.",The Garrett Manuscript of the Zafar-Name: A Study in Fifteenth-century Timurid Patronage,Ph.D.,1973,"Ettinghausen, Richard",,Pre-Columbian Art
"WADDY, Patricia",Palazzo Barbarini: Early Proposals,Ph.D.,1973,"Lavin, Irving","Krautheimer, Richard",Native American
"WIND, Barry",Studies in Genre Painting: 1580-1630,Ph.D.,1973,"Posner, Donald",,Nineteenth-Century Art
"ZAFRAN, Eric M.","The Iconography of Anti-Semitism: A Study of the Representation of the Jews in the Visual Arts of Europe, 1400-1600",Ph.D.,1973,"Eisler, Colin T.",,Oceanic/Australian Art
"BERNSTEIN, Jo Anne Gitlin",The Architectural Sculpture of the Cloisters of the Certosa di Pavia,Ph.D.,1972,"Janson, H.W.",,Outsider/Folk Art
"ECKE, Tseng Yu-Ho","Emperor Hui Tsung, the Artist, 1082-1136",Ph.D.,1972,"Soper, Alexander",,Performance Studies
"FONG, Helena Mary","Secular Figure Painting of the T'ang Dynasty, A.D. 618-906",Ph.D.,1972,"Soper, Alexander",,Pre-Columbian Art
"KOSLOW, Susan Joan","The Chevrot Altarpiece: Its Sources, Meaning and Significance",Ph.D.,1972,"Eisler, Colin T.",,Native American
"LIEBERMAN, Ralph E.",The Church of Santa Maria dei Miracoli in Venice,Ph.D.,1972,"Krautheimer, Richard",,Nineteenth-Century Art
"MANN, Maybelle",Francis William Edmonds: Mammon and Art,Ph.D.,1972,"Goldwater, Robert",,Oceanic/Australian Art
"TALBOT, William Silas","Jasper F. Cropsey, 1823-1900",Ph.D.,1972,"Goldwater, Robert",,Outsider/Folk Art
"WATTENMAKER, Richard J.",The Art of William Glackens,Ph.D.,1972,"Goldwater, Robert",,Performance Studies
"YUEN, Toby E.S",Illusionistic Mural Decoration of the Early Renaissance in Rome,Ph.D.,1972,"Smyth, Craig Hugh",,Pre-Columbian Art
"ALHADEFF, Albert",George Minne: Fin de Siècle Drawings and Sculpture,Ph.D.,1971,"Janson, H.W.",,Native American
"LEVIN, Inabelle",The Quedlinburg Itala Fragments,Ph.D.,1971,"Buchthal, Hugo",,Nineteenth-Century Art
"LILYQUIST, Christine",Ancient Egyptian Mirrors from the Earliest Times through the Middle Kingdom,Ph.D.,1971,"Fischer, Henry G.",,Oceanic/Australian Art
"NEEDHAM, Gerald","The Paintings of Claude Monet, 1859-1878",Ph.D.,1971,"Goldwater, Robert",,Outsider/Folk Art
"RICHARDSON, Francis Lee",Andrea Schiavone,Ph.D.,1971,"Smyth, Craig Hugh",,Performance Studies
"SOUCEK, Priscilla Parsons",Illustrated Manuscripts of Nizami's Khamseh: 1386-1482,Ph.D.,1971,"Ettinghausen, Richard",,Pre-Columbian Art
