Author,Title,Degree,Year,Advisor,Advisor2,Category,Category2,,IFA categories (just for reference)
"HERRIN, Amanda Kay",Narratives of Origin in Netherlandish Art: Maarten de Vos & Late Sixteenth-Century Print Design as Visual Exegesis,Ph.D.,2016,"Westermann, Mariët",,,,,
"GIVISKOS, Christine Suzanne",Abraham Bosse and the Fine Art of Printmaking and Publishing in Seventeenth-Century France,Ph.D.,2014,"Westermann, Mariët",,,,,
"WATERS, Michael John","Materials, Materiality, and Spolia in Italian Renaissance Architecture",Ph.D.,2015,Marvin Trachtenberg,,,,,
"DALGIC, Orgu",Late Antique Floor Mosaics of Constantinople prior to the Great Palace,Ph.D.,2008,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"RYDER, Edmund C.",Micromosaic Icons of the Late Byzantine Period,Ph.D.,2007,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"BROOKS, Sarah T.",Commemoration of the dead: late Byzantine tomb decoration (mid-thirteenth to mid-fifteenth centuries),Ph.D.,2002,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"SALVADORI, Sharon Marie","Per feminam mors, per feminam vita: images of women in the early Christian funerary art of Rome",Ph.D.,2002,"Mathews, Thomas F.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BALL, Jennifer L.",Byzantine dress,Ph.D.,2001,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"HEBERT, Laura",The Temple-Church at Aphrodisias,Ph.D.,2000,"Mathews, Thomas F.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"KALAS, Veronica G.",Rock-Cut Architecture of the Peristrema Valley: Society and Settlement in Byzantine Cappadocia,Ph.D.,2000,"Mathews, Thomas F.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"QUEVEDO-CHIGAS, Elena",Early Medieval Iberian Architecture and the Hispanic Liturgy: A Study of the Development of Church Planning from the Fifth to the Tenth Centuries,Ph.D.,1996,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"CACHARELIAS, Dimitris",The Mount Athos Esphigmenou 14 Codex: Pagan and Christian Myth in Middle Byzantine Manuscript Illumination,Ph.D.,1995,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"PEVNY, Olenka Z.",The Kyrylivs'ka Tserkva: The Appropriation of Byzantine Art and Architecture in Kiev,Ph.D.,1995,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"TRAVIS, William J.",The Romanesque Sculpture of Montceaux-l'Étoile: Crossroads of Cluny and the Brionnais,Ph.D.,1994,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"ARMSTRONG, Meg",A Thesaurus of Applied Motives on African Red Slip Ware,Ph.D.,1993,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"GERSTEL, Sharon E. J.",Monumental Painting and Eucharistic Sacrifice in the Byzantine Sanctuary: The Example of Macedonia,Ph.D.,1993,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"ZWIRN, Stephen R.","Narrative Frames: Temporal Settings for Images of Hercules, Mithras, and Christ",Ph.D.,1992,"Mathews, Thomas F.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BOEHM, Barbara Drake",Medieval Head Reliquaries of the Massif Central,Ph.D.,1990,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"EVANS, Helen C.",Manuscript Illumination at the Armenian Patriarchate in Hromlika and the West,Ph.D.,1990,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"THOMAS, Thelma K.","Niche Decorations from the Tombs of Byzantine Egypt (Heracleopolis Magna and Oxyrhynchus, A.D. 300-500): Visions of the Afterlife",Ph.D.,1989,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"ALCHERMES, Joseph",Cura pro mortuis' and 'Cultus martyrum': Commemoration in Rome from the Second through the Sixth Century,Ph.D.,1988,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"TAYLOR, Alice",Armenian Gospel Illustration: The School of Vostan (1390-1437),Ph.D.,1988,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"CONNOR, Carolyn L.",The Crypt at Hosios Loukas and its Frescoes,Ph.D.,1987,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"KARTSONIS, Anna D.","Anastasis, the Making of an Image",Ph.D.,1982,"Mathews, Thomas F.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"McGOWAN, Elizabeth P.",Votive Columns of the Aegean Islands and the Athenian Acropolis in the Archaic Period,Ph.D.,1993,"McCredie, James R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"PFAFF, Christopher A.",The Argive Heraion: The Architecture of the Classical Temple of Hera,Ph.D.,1992,"McCredie, James R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"DONOHUE, Alice A.",Xoana,Ph.D.,1984,"McCredie, James R.",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BONITO, Virginia Anne","The Saint Anne Altar in Sant'Agostino, Rome",Ph.D.,1983,"McCredie, James R.",,Renaissance Art,,,
"MARKOW, Deborah",The Iconography of the Soul in Medieval Art,Ph.D.,1983,"McCredie, James R.",,"Early Christian, Byzantine, and Western Medieval Art",,,
"SMITH, Sharon Off Dunlap",Illustration of Raoul de Praelle's Translation of St. Augustine's City of God Between 1375 and 1420,Ph.D.,1974,"Meiss, Millard",,"Early Christian, Byzantine, and Western Medieval Art",,,
"HEUER, Keely",The Head as a Decorative Motif in South Italian Vase Painting,Ph.D.,2011,"Mertens, Joan",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"DONAHUE, Nathaniel","Decorative Modernity and Avant-Garde Classicism in Renoir's Late Work, 1892-1919",Ph.D.,2013,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"HOKANSON, Alison Rebecca",The Soul of Solemn:Places: The Interior Scenes of Henri De Braekeleer (1840-1888),Ph.D.,2013,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"RICH, Alexander",Artist or Critic: Guy Pène du Bois and the Search for Artistic Identity,Ph.D.,2013,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"LACKMAN, Jonathan",Art-Critical Invective in Paris: 1844-1876,Ph.D.,2011,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"SAMU, Margaret",The Female Nude in Nineteenth-Century Russian Art: A Study in Assimilation and Resistance,Ph.D.,2010,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"STRAUSSMAN-PFLANZER, Eve",Felsine Pittrici: The Women Artists of Early Modern Bologna,Ph.D.,2010,"Nochlin, Linda",,Seventeenth- and Eighteenth-Century Art,,,
"LEADER, Karen",L'esthetique du rire: Caricature and art in nineteenth-century Paris,Ph.D.,2009,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"MINIOUDAKI, Kalliopi",Women in Pop: Difference and marginality,Ph.D.,2009,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"STOKIC, Jovana","The body beautiful: Feminine self-representations, 1970--2007",Ph.D.,2009,"Nochlin, Linda",,Contemporary Art,,,
"ZIEVE, Karen","Painting between the Lines: Eugène Delacroix, Orientalism, and Other Histories",Ph.D.,2009,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"BELASCO, Daniel","Between the Waves: Feminist Positions in American Art, 1949--62",Ph.D.,2008,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"PLOTEK, Ariel",Allegory in the Age of Realism: Monumental Sculpture in France 1848-1880,Ph.D.,2008,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"UNRUH, Alison",Aspiring to la vie galante: Reincarnations to Rococo in Second Empire France,Ph.D.,2008,"Nochlin, Linda",,Seventeenth- and Eighteenth-Century Art,,,
"BURNHAM, Helen","Fashion and the Representation of Modernity: Studies in the Late Work of Edouard Manet, 1832-1883",Ph.D.,2007,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"GANZ BLYTHE, Sarah",Promising Pictures: Utopian Aspirations and Pictorial Realities in 1890s France,Ph.D.,2007,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"KIM, Jongwoo",Royal Academicians and the Crisis of Masculinity in Modern England,Ph.D.,2007,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"LEHMBECK, Leah Rosenblatt",Edouard Manet's Portraits of Women,Ph.D.,2007,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"MICHAEL, Cora",As Much as the Light: The Importance of Shadows in the Art of Camille Pissarro,Ph.D.,2006,"Nochlin, Linda",,Art of the Middle East and South Asia,,,
"SRIVASTAVA, Seema","Fashioning the Decorative Body in Late Nineteenth Century English and French Painting: Artifice, Color and Style",Ph.D.,2006,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"STOCK, Karen","Bonnard, Vuillard, and Vallotton: Masculinity in Question",Ph.D.,2006,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"CHUNG, Yeon Shim","Ultra-Sauvage, Ultra-Moderne: Paul Gaugin's Ceramics and Sculpture",Ph.D.,2005,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"LUCY, Martha",The Evolutionary Body: Refiguring the Nude in Post-Darwinian French Art,Ph.D.,2004,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"MILLER, Peter Benson",Théodore Chassériau and the French colonial project in Algeria,Ph.D.,2003,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"TRIPODES, Lucia",François Rude: The Importance of Sculpture,Ph.D.,2003,"Nochlin, Linda",,Seventeenth- and Eighteenth-Century Art,Nineteenth- and Twentieth-Century Art,,
"CHAPIN, Mary Weaver","Henri de Toulouse-Lautrec and the café-concert : printmaking, publicity, and celebrity in fin-de-siècle Paris",Ph.D.,2002,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"KIHARA, Elizabeth",Alfred Stevens (1823-1906) and ''le femme seule'': constructions of modernity in French art of the later nineteenth century,Ph.D.,2002,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"COUGHLIN, Maura Ann",The artistic origins of the French peasant-painter: Jean-François Millet: between Normandy and Barbizon,Ph.D.,2001,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"DORSCH, Michael","Strong women, fallen men: French commemorative sculpture following the Franco-Prussian war, 1870-1880",Ph.D.,2001,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"GALLEN-KALLELA-SIREN, Janne",Axel Gallen and the constructed nation : art and nationalism in young Finland 1880-1900,Ph.D.,2001,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"SVETLIK, Claire","From princess to empress: the transformation of the monarchy in the portraits of Queen Victoria, 1819-1901",Ph.D.,2001,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"KRAMER, Linda Konheim",Aristide Maillol (1861-1944) : Pioneer of Modern Sculpture,Ph.D.,2000,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"REILLY, Maura",Le Vice a la Mode: Gustave Courbet and the Vogue for Lesbianism in Second Empire France,Ph.D.,2000,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"D'SOUZA, Aruna",Cezanne's Bathers : Biography and the Erotics of Paint,Ph.D.,1999,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"LEES, Sarah",Representing the Commune of 1871 : the Depiction of Contemporary History in the Early Third Republic,Ph.D.,1999,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"ROSENFELD, Jason","New Languages of Nature in Victorian England : the Pre-Raphaelite Landscape, Natural History and Modern Architecture in the 1850's",Ph.D.,1999,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"BECKER, Jane Rachel","Only one art: The interaction of painting and sculpture in the work of Medardo Rosso, Auguste Rodin, and Eugene Carriere, 1884-1906",Ph.D.,1998,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"MCDONOUGH, Thomas Francis",The construction of reserve: Urbanism and experience in Rousseau's Paris,Ph.D.,1998,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"PLATZMAN, Steven",Imaging the Artist: Cézanne and the Rhetoric of the Self-Portraits,Ph.D.,1998,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"BUDICK, Ariella",Subject to Scrutiny: Diane Arbus's American Grotesque,Ph.D.,1996,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"TABLER, Carol Foreman",The Landscape Paintings of Antoine Vollon (1833-1900): A Catalogue and Analysis,Ph.D.,1995,"Nochlin, Linda",,Nineteenth- and Twentieth-Century Art,,,
"Rosen, Elizabeth","The buddhist art of nagarjunakonda (andhra pradesh, india)",Ph.D.,1983,None,,Art of the Middle East and South Asia,,,
"CALLMANN, Ellen",Apollonio di Giovanni,Ph.D.,1970,None,,Renaissance Art,,,
"BROWN, Blanche R.",Ptolemaic Paintings and Mosaics and the Alexandrian Style,Ph.D.,1967,None,,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"CALVERT, Amy",The Integration of Quantitative and Qualitative Research in a Study of the Regalia of Ramses III,Ph.D.,2011,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"MCCARTHY, Heather","Queenship, Cosmography, and Regeneration: The Decorative Programs and Architecture of Ramesside Royal Women's Tombs",Ph.D.,2011,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"MARLAR, Michelle",The Osiris Temple at Abydos: An archaeological investigation of the architecture and decorative elements of two temple phases,Ph.D.,2009,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"OPPENHEIM, Adela",Aspects of the Pyramid Temple of Senwosret III at Dahshur: The Pharaoh and Deities,Ph.D.,2008,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BESTOCK, Laurel",The Development of Royal Funerary Cult at Abydos: Two New Funerary Enclosures from the Reign of Aha,Ph.D.,2007,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"FLENTYE, Laurel",The Decorated Elite Mastaba and Rock-Cut Tomb in the Eastern and GIS Cemeteries at Giza and their Relationship to the Development of Art During the Fourth Dynasty,Ph.D.,2006,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"VISCHAK, Deborah",Locality and Community in Old Kingdom Provincial Tombs: The Cemetery at Gubbet el Hawa,Ph.D.,2006,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"HARTWIG, Melinda K.",Institutional Patronage and Social Commemoration in Theban Tomb Painting During the Reigns of Thutmose IV (1419 - 1410 B.C.) and Amenhotep III (1410 - 1382 B.C.),Ph.D.,2000,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"HILL, Marsha",Ancient Egyptian Royal Bronzes : With Special Attention to the Kneeling Pose,Ph.D.,2000,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"STANWICK, Paul",Egyptian Royal Sculptures of the Ptolemaic Period,Ph.D.,1999,"O'Connor, David",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"COVI, Dario Allesandro",The Inscription in Fifteenth-century Florentine Painting,Ph.D.,1958,"Offner, Richard",,Renaissance Art,,,
"STUBBLEBINE, James",An Altarpiece by Guido da Siena and his Narrative Style,Ph.D.,1958,"Offner, Richard",,"Early Christian, Byzantine, and Western Medieval Art",,,
"COOR, Gertrude Marianne",Coppo di Marcovaldo: His Art in Relation to his Time,Ph.D.,1948,"Offner, Richard",,"Early Christian, Byzantine, and Western Medieval Art",,,
"GOLDWATER, Robert John",Primitivism in Modern Painting,Ph.D.,1937,"Offner, Richard",,Nineteenth- and Twentieth-Century Art,,,
"MEISS, Millard",The Problem of Francesco Traini,Ph.D.,1933,"Offner, Richard",,"Early Christian, Byzantine, and Western Medieval Art",,,
"MAYO, Penelope Cromwell",Amor Spiritualis et Carnalis: Aspects of Ganymede in Art,Ph.D.,1967,"Panofsky, Erwin",,Renaissance Art,,,
"WOLF, Peter M.","Eugène Hénard and City Planning of Paris, 1900-1914",Ph.D.,1968,"Pommer, Richard",,Nineteenth- and Twentieth-Century Art,,,
"BAGEMIHL, Rolf",Painting and Sculpture in the Diocese of Volterra: A Documentary Investigation (1300-1400),Ph.D.,1994,"Pope-Hennessy, John",,Contemporary Art,,,
"ZURAW, Shelley E.",The Sculpture of Mino da Fiesole (1429-1484),Ph.D.,1993,"Pope-Hennessy, John",,Renaissance Art,,,
"BUTTERFIELD, Andrew",The Major Sculptures of Andrea del Verrocchio,Ph.D.,1992,"Pope-Hennessy, John",,Renaissance Art,,,
"SOLBERG, Gail E.",Taddeo di Bartolo: His Life and Work,Ph.D.,1991,"Pope-Hennessy, John",,"Early Christian, Byzantine, and Western Medieval Art",,,
"KANTER, Laurence B.","The Late Works of Luca Signorelli and his Followers, 1498-1559",Ph.D.,1989,"Pope-Hennessy, John",,Renaissance Art,,,
"FRANK, Eric M.",Pollaiuolo Studies,Ph.D.,1988,"Pope-Hennessy, John",,Renaissance Art,,,
"SHELL, Janice","Painters in Milan, 1490-1530: A Resource of Newly Discovered Documents",Ph.D.,1987,"Pope-Hennessy, John",,Renaissance Art,,,
"DERSTINE, Andria","The French Academy in Rome, 1666-1737: Art, Society, Politics and Relations with the Accademia di San Luca",Ph.D.,2004,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"MOLOTIU, Andrei",Allegories of Love in the Late Work of Jean?Honore Fragonard,Ph.D.,1999,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"DE BEAUMONT, Kim Teresa",Reconsidering Gabriel de Saint-Aubin (1724-1780): The background for his scenes of Paris,Ph.D.,1998,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"STEIN, Perrin",Exoticism as Metaphor: Turquerie in Eighteenth-Century French Art,Ph.D.,1997,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"WILBERDING, Erick",History and Prophecy: Selected Problems in the Religious Paintings of Nicolas Poussin,Ph.D.,1997,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"HAMILTON, Carrie A.","The Salons of 1699 to 1739: The Academy, the Bâtiments, and the Politics of Display",Ph.D.,1994,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"HANNEGAN, Barry",Venetian Ceiling Painting: 1665-1730,Ph.D.,1989,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"HOLMES, Mary Tavener",Nicolas Lancret and Genre Themes of the Eighteenth Century,Ph.D.,1986,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"BALTAY, Christine",Pellegrino Tibaldi in Bologna and the Marches,Ph.D.,1984,"Posner, Donald",,Renaissance Art,,,
"PUGLISI, Catherine R.",A Study of the Bolognese-Roman Painter Francesco Albani,Ph.D.,1983,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"BOWRON, Edger Peters",The Paintings of Benedetto Luti (1666-1724),Ph.D.,1979,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"HOOD, William E., Jr.","Titian's Narrative Art: Some Religious Paintings for Venetian Patrons, 1518-1545",Ph.D.,1977,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"BAUER, Linda Freeman",On the Origins of the Oil Sketch: Form and Function in Cinquecento Prepratory Techniques,Ph.D.,1975,"Posner, Donald",,Renaissance Art,,,
"BARCHAM, William",The Imaginary View Scenes of Antonio Canaletto,Ph.D.,1974,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"WIND, Barry",Studies in Genre Painting: 1580-1630,Ph.D.,1973,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"DI FEDERICO, Frank R.","Studies in the Art of Francesco Trevisani: A Contribution to the History of Roman Painting, 1675-1750",Ph.D.,1970,"Posner, Donald",,Seventeenth- and Eighteenth-Century Art,,,
"CHAGNON, Michael Steven","The Illustrated Manuscript Tradition in Iran, 1040s/1630s-1070s/1660s: Patronage, Production, and Poetics in the Age of the Fresh Style”""",Ph.D.,2015,"Soucek, Priscilla",,,,,
"WALKER, Stefanie",The Sculptor Pietro Stefano Monnot in Rome 1695-1713,Ph.D.,1994,"Raggio, Olga",,Seventeenth- and Eighteenth-Century Art,,,
"ADELSON, Candace",The Tapestry Patronage of Cosimo I de'Medici: 1545-1553,Ph.D.,1990,"Raggio, Olga",,Renaissance Art,,,
"WARDROPPER, Ian",The Sculpture and Prints of Domenico del Barbiere,Ph.D.,1985,"Raggio, Olga",,Renaissance Art,,,
"DRAPER, James David","Bertoldo di Giovanni: His Life, his Art, his Influence",Ph.D.,1984,"Raggio, Olga",,Renaissance Art,,,
"WALKER, Dean","The Early Career of Francois Girardon, 1628-1686: the History of a Sculptor to Louis XIV During the Superintendence of Jean-Baptiste Colbert",Ph.D.,1982,"Raggio, Olga",,Seventeenth- and Eighteenth-Century Art,,,
"ROSASCO, Betsy Jean",The Sculptures of the Château of Marly During the Reign of Louis XIV,Ph.D.,1980,"Raggio, Olga",,Seventeenth- and Eighteenth-Century Art,,,
"KINNEY, Peter",The Early Sculpture of Bartolomeo Ammanati,Ph.D.,1974,"Raggio, Olga",,Renaissance Art,,,
"DESTAEBLER, Peter",The City Wall of Aphrodisias and Civic Identity in Late Antique Asia Minor,Ph.D.,2007,"Ratté, Christopher",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BERENFELD, Michelle L.",The bishop's palace at Aphrodisias: a late Roman townhouse in the center of the city,Ph.D.,2002,"Ratté, Christopher",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BRODY, Lisa",The Iconography and Cult of the Aphrodite of Aphrodisias,Ph.D.,1999,"Ratté, Christopher",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"CONATY, Kim","Mapping a Cultural Breakthrough: A Study of Avalanche Magazine (1970-76), the “New Forms of Art Making and Emerging International Networks"",Robert Slifkin""",Ph.D.,2016,Robert Slifkin,,,,,
"HERDRICH, Stephanie Lynn",John Singer Sargent: A ‘Modern Old Master’ and the Italian Renaissance,Ph.D.,2016,Robert Slifkin,,,,,
"CARRASCO NEVDATCHINE, Maria C",The Lives of Working Objects: Functionalism and the Institution in the Archival ‘Readymades’ of George Maciunas,Ph.D.,2015,"Storr, Robert",,,,,
"FERGUSON, Sharon","The Art of Sawrey Gilpin: Romantic Expression, Humane Sensibility",Ph.D.,2006,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"BARKER, Elizabeth E.",A very great and uncommon genius in a peculiar way': Joseph Wright of Derby and candelight painting in eighteenth-century Britain,Ph.D.,2003,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"PERGAM, Elizabeth A.",Waking the Soul': the Manchester art treasures exhibition of 1857 and the state of arts in mid-victorian Britain,Ph.D.,2001,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"RUZICKA, Joseph",The City at Night in Nineteenth-Century British Art,Ph.D.,2000,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"CARROLL, Stephanie",Painting and Theater in France During the Eighteenth Century,Ph.D.,1999,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"EARLE, Susan",Puvis de Chavannes and America: His Artistic and Critical Reception 1875-1920,Ph.D.,1998,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"GALITZ, Kathryn Calley","The family paradigm in French painting, 1789-1814",Ph.D.,1998,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"GORDON, Ethelyn Adina",The Sculpture of Frederick William MacMonnies: A Critical Catalog,Ph.D.,1998,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"RICHTER, Margaret","Gabriel Max: the artist, the Darwinist and the spiritualist",Ph.D.,1998,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"SHELTON, Andrew Carrington",From Making History to a Living Legend: The Mystification of M. Ingres (1834-1855),Ph.D.,1997,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"LARSON, Barbara",Odilon Redon: Science and Fantasy in the Noirs,Ph.D.,1996,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"OPPENHEIMER, Margaret","Women Artists in Paris, 1791-1814",Ph.D.,1996,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"WILKER, Jenny",Daumier's Histoire ancienne: French Classical Parody in the 1840s,Ph.D.,1996,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"GOLDBERG, Caroline Virginia Walker","Giuseppe de Nittis: An Italian Perspective on the Parisian Cityscape, 1867-1884",Ph.D.,1995,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"LEE, Ursula",The Shadow of Industry: German Painting from Romanticism to Neue Sachlichkeit,Ph.D.,1994,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"GOODMAN, John",A History of Artistic Practice and the Monarchy's Crisis of Representation at the End of the Old Regime,Ph.D.,1990,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"LUXENBERG, Alisa",Léon Bonnat (1833-1922),Ph.D.,1990,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"AMBROSINI, Lynne D.",Peasants in French Painting 1815-1848: The Romantic Roots of the Realist Mode,Ph.D.,1989,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"ROTHSCHILD, Deborah Manaker",From the Street to the Elite: Popular Sources in Picasso's Designs for Parade,Ph.D.,1989,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"FRACKMAN, Noel S.",The Art of John Storrs,Ph.D.,1987,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"RIBNER, Jonathan P.","'Le Peuple de Dieu'': Old Testament Motifs of Legislation, Prophecy and Exile in French Art Between the Empires",Ph.D.,1986,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"SMITH, Margaret Danton",The Elegy of Death in French Painting at the end of the Eighteenth and Beginning of the Nineteenth Centuries,Ph.D.,1986,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,Seventeenth- and Eighteenth-Century Art,,
"TSCHERNY, Nadia",Beyond Likeness: Late Eighteenth Century British Portraiture and Origins of Romanticism,Ph.D.,1986,"Rosenblum, Robert",,Seventeenth- and Eighteenth-Century Art,,,
"CARPENTER, Joan F.",Giuseppe Canella and Parisian View Painting,Ph.D.,1985,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"ELIEL, Carol S.",Form and Content in the Genre Works of Louis-Léopold Boilly,Ph.D.,1985,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,Seventeenth- and Eighteenth-Century Art,,
"RUSSCOL, Diane Sue",English Historical Themes in French Painting c.1815-1848,Ph.D.,1985,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,,,
"WEST, Alison","From Pajou to Préault: The Development of Neoclassicism and the Sublime in French Sculpture, 1760-1830",Ph.D.,1985,"Rosenblum, Robert",,Nineteenth- and Twentieth-Century Art,Seventeenth- and Eighteenth-Century Art,,
